"","V0","V1","V2"
"2329","tears",14176,5
"2330","teary",12379,5
"2331","tease",15320,4
"2332","teats",13703,4
"2333","thane",11828,5
"2334","thank",9056,5
"2335","tharp",9958,5
"2336","tiara",13796,4
"2337","toads",11925,5
"2338","toady",10128,5
"2339","toast",12558,4
"2340","trace",12565,5
"2341","track",9793,5
"2342","tract",10948,4
"2343","tracy",10135,5
"2344","trade",12559,5
"2345","tragi",10993,5
"2346","trail",12172,5
"2347","train",11969,5
"2348","trait",12009,4
"2349","tramp",10080,5
"2350","trams",11830,5
"2351","trans",12519,5
"2352","trapa",12596,4
"2353","traps",11793,5
"2354","trash",11708,5
"2355","trave",11745,5
"2356","trawl",10372,5
"2357","twain",10130,5
"2358","twang",8680,5
"2359","tzara",11679,4
"2360","ukase",12117,5
"2361","ulama",11892,4
"2362","unarm",10375,5
"2363","unary",10291,5
"2364","urals",12291,5
"2365","urate",12761,5
"2366","usage",12256,5
"2367","usama",12713,4
"2368","viand",9416,5
"2369","weald",10883,5
"2370","weals",12500,5
"2371","wears",12810,5
"2372","weary",11013,5
"2373","weave",11523,4
"2374","whack",7103,5
"2375","whale",10665,5
"2376","whang",7829,5
"2377","wharf",8053,5
"2378","wrack",8427,5
"2379","wraps",10427,5
"2380","wrath",9358,5
"2381","wrawl",9006,4
"2382","wyatt",8923,4
"2383","yearn",12339,5
"2384","years",13363,5
"2385","yeast",12890,5
"2386","yeats",12890,5
"2387","ylang",9396,5
"2388","zoaea",13295,4
"2389","began",10689,5
"2390","begat",10729,5
"2391","belau",11477,5
"2392","belay",11095,5
"2393","bihar",10184,5
"2394","bleak",10753,5
"2395","blear",12381,5
"2396","bleat",11908,5
"2397","bloat",10763,5
"2398","borax",9414,5
"2399","bread",11585,5
"2400","break",11063,5
"2401","bream",11489,5
"2402","briar",11508,4
"2403","broad",10440,5
"2404","bryan",9748,5
"2405","butat",9697,4
"2406","bylaw",8112,5
"2407","byway",7136,4
"2408","cecal",11628,4
"2409","cedar",11932,5
"2410","ceras",13549,5
"2411","cesar",13549,5
"2412","cheap",10475,5
"2413","cheat",11241,5
"2414","chian",10018,5
"2415","cigar",10366,5
"2416","clean",12215,5
"2417","clear",12728,5
"2418","cleat",12255,5
"2419","cloak",9955,5
"2420","cohan",10056,5
"2421","comae",11835,5
"2422","comal",10381,5
"2423","conan",10867,4
"2424","copal",10344,5
"2425","coral",11583,5
"2426","cotan",10907,5
"2427","coxae",10905,5
"2428","creak",11410,5
"2429","cream",11836,5
"2430","croak",10265,5
"2431","croat",11420,5
"2432","cuban",9030,5
"2433","cycad",8402,4
"2434","cycas",10019,4
"2435","cymae",10550,5
"2436","debar",11585,5
"2437","decaf",10154,5
"2438","decal",11622,5
"2439","decay",10646,5
"2440","defat",10781,5
"2441","degas",12054,5
"2442","delay",11436,5
"2443","dewar",11193,5
"2444","dinar",11336,5
"2445","dirac",10749,5
"2446","divan",9416,5
"2447","diwan",9497,5
"2448","donar",11374,5
"2449","douay",9697,5
"2450","dread",11926,4
"2451","dream",11830,5
"2452","drear",13032,4
"2453","dryad",9496,4
"2454","dryas",11113,5
"2455","dubai",9498,5
"2456","ducal",9574,5
"2457","ducat",9411,5
"2458","dukas",9867,5
"2459","dumas",10293,5
"2460","dural",10674,5
"2461","dylan",9779,5
"2462","eclat",12255,5
"2463","edgar",11543,5
"2464","eelam",13770,4
"2465","eggar",11160,4
"2466","ekman",10795,5
"2467","elgar",12339,5
"2468","elias",14300,5
"2469","ellas",14029,4
"2470","ephah",10251,4
"2471","equal",10658,5
"2472","essay",13874,4
"2473","ethan",11828,5
"2474","expat",10294,5
"2475","fecal",10950,5
"2476","feral",12050,5
"2477","fetal",11577,5
"2478","filar",10867,5
"2479","final",10354,5
"2480","fleas",12561,5
"2481","float",10432,5
"2482","focal",9805,5
"2483","foram",10013,5
"2484","foray",9929,5
"2485","freak",10732,5
"2486","friar",11177,4
"2487","fugal",8513,5
"2488","fulah",8678,5
"2489","furan",9799,5
"2490","gidar",10360,5
"2491","gleam",11137,5
"2492","glean",11826,5
"2493","glial",10846,4
"2494","gloam",9992,5
"2495","gloat",10721,5
"2496","golan",10681,5
"2497","gonad",9885,5
"2498","goral",11194,5
"2499","gosan",11502,5
"2500","great",12176,5
"2501","grias",11977,5
"2502","groak",9876,5
"2503","groan",10991,5
"2504","groat",11031,5
"2505","gulag",8802,4
"2506","gyral",9909,5
"2507","hejaz",8480,5
"2508","hemal",11302,5
"2509","herat",12341,5
"2510","hexad",9576,5
"2511","hijab",8006,5
"2512","hijaz",7297,5
"2513","hilar",11321,5
"2514","hiram",10429,5
"2515","hogan",9667,5
"2516","hokan",9528,5
"2517","hsian",11629,5
"2518","hsuan",10764,5
"2519","human",9051,5
"2520","hunan",9740,4
"2521","hyman",8669,5
"2522","hyrax",8252,5
"2523","ictal",11072,5
"2524","ideal",12683,5
"2525","ideas",13504,5
"2526","ileal",13479,4
"2527","iliac",11506,4
"2528","iliad",11500,4
"2529","incan",10829,4
"2530","inlay",10846,5
"2531","invar",10522,5
"2532","iowan",10602,5
"2533","ioway",9829,5
"2534","islam",11954,5
"2535","islay",11870,5
"2536","iyyar",10383,4
"2537","jehad",9530,5
"2538","jihad",8347,5
"2539","johan",8978,5
"2540","jonah",8978,5
"2541","jonas",10813,5
"2542","judah",7482,5
"2543","judas",9317,5
"2544","jugal",8113,5
"2545","jural",9602,5
"2546","kebab",9616,4
"2547","kedah",10080,5
"2548","kemal",10998,5
"2549","kenaf",10219,5
"2550","kenai",11958,5
"2551","knead",10891,5
"2552","kolam",9853,5
"2553","koran",10852,5
"2554","kotar",10892,5
"2555","kusan",10460,5
"2556","legal",12029,4
"2557","lehar",12504,5
"2558","lepas",13100,5
"2559","lidar",11539,5
"2560","ligan",10643,5
"2561","lilac",11235,4
"2562","liman",10930,5
"2563","limax",9311,5
"2564","linac",11032,5
"2565","litai",12133,4
"2566","litas",12683,5
"2567","lobar",11236,5
"2568","local",11273,4
"2569","logan",10681,5
"2570","lohan",10846,5
"2571","lonas",12681,5
"2572","lowan",10331,5
"2573","loyal",11087,4
"2574","lozal",10217,4
"2575","lucas",11191,5
"2576","lunar",11267,5
"2577","lyman",9683,5
"2578","medal",11520,5
"2579","medan",11317,5
"2580","menai",12384,5
"2581","mesas",13958,4
"2582","metal",12153,5
"2583","micah",9329,5
"2584","midas",11158,5
"2585","milan",10930,5
"2586","minae",12384,5
"2587","minah",9916,5
"2588","moban",9831,5
"2589","modal",10375,5
"2590","molal",11171,4
"2591","molar",11481,5
"2592","monad",10172,5
"2593","monal",10968,5
"2594","monas",11789,5
"2595","morae",12935,5
"2596","moral",11481,5
"2597","moray",10505,5
"2598","mosan",11789,5
"2599","mural",10578,5
"2600","mylar",10196,5
"2601","mynah",8669,5
"2602","mynas",10504,5
"2603","nepal",12076,5
"2604","nicad",10236,5
"2605","nihau",10214,5
"2606","niqab",8729,5
"2607","nisan",12440,4
"2608","nodal",11064,5
"2609","nomad",10172,5
"2610","nopal",10931,5
"2611","novae",11704,5
"2612","obeah",11366,5
"2613","occam",9591,4
"2614","ocean",12524,5
"2615","octad",10314,5
"2616","octal",11110,5
"2617","offal",9127,4
"2618","oread",13031,5
"2619","organ",10991,5
"2620","oscan",11891,5
"2621","oscar",12404,5
"2622","osman",11789,5
"2623","ottar",12047,4
"2624","ovral",10763,5
"2625","pecan",11286,5
"2626","pedal",11483,5
"2627","pekan",10758,5
"2628","penal",12076,5
"2629","perak",11271,5
"2630","pesah",12086,5
"2631","petal",12116,5
"2632","phial",10082,5
"2633","pikas",10599,5
"2634","pilaf",9628,5
"2635","pilar",11406,5
"2636","pilau",10502,5
"2637","pilaw",9567,5
"2638","pipal",10167,4
"2639","plead",11483,5
"2640","pleas",13100,5
"2641","pleat",12116,5
"2642","polar",11444,5
"2643","priam",10514,5
"2644","psoas",12776,4
"2645","ptyas",10507,5
"2646","pupae",10756,4
"2647","pupal",9302,4
"2648","pupas",10123,4
"2649","purau",9947,4
"2650","pusan",10849,5
"2651","quran",9311,5
"2652","recap",11799,5
"2653","regal",12339,5
"2654","relax",11696,5
"2655","relay",12542,5
"2656","renal",13315,5
"2657","repay",11613,5
"2658","reran",13625,4
"2659","resat",14176,5
"2660","rheas",13325,5
"2661","rimae",12897,5
"2662","rival",10725,5
"2663","riyal",11359,5
"2664","roman",11278,5
"2665","rowan",10641,5
"2666","royal",11397,5
"2667","rugae",11745,5
"2668","rural",11780,4
"2669","scrag",10916,5
"2670","scram",11203,5
"2671","scrap",11166,5
"2672","sedan",13030,5
"2673","segal",12850,5
"2674","selar",14339,5
"2675","sepal",13100,5
"2676","serax",12517,5
"2677","setae",15320,4
"2678","sheaf",11547,5
"2679","shear",13325,5
"2680","shiah",10818,4
"2681","shoal",11870,5
"2682","shoat",11707,5
"2683","simal",11954,5
"2684","sinai",12914,4
"2685","sipah",10903,5
"2686","siraj",11288,5
"2687","sisal",13667,4
"2688","sitar",12993,5
"2689","sivan",11033,5
"2690","siwan",11114,5
"2691","skeat",12548,5
"2692","skuas",11484,4
"2693","smear",13447,5
"2694","snead",13030,5
"2695","sneak",12508,5
"2696","sodas",12909,4
"2697","sofas",12237,4
"2698","solan",12681,5
"2699","solar",13194,5
"2700","soman",11789,5
"2701","sonar",12991,5
"2702","speak",11782,5
"2703","spear",13410,5
"2704","splat",11483,5
"2705","splay",10670,5
"2706","sprag",10777,5
"2707","sprat",11793,5
"2708","spray",10980,5
"2709","squab",8888,5
"2710","squad",9229,5
"2711","squat",9862,5
"2712","squaw",8496,5
"2713","stead",13070,5
"2714","steak",12548,5
"2715","steal",13866,5
"2716","steam",12974,5
"2717","stoae",14175,5
"2718","stoat",12558,4
"2719","strad",11926,5
"2720","strap",11793,5
"2721","straw",11193,5
"2722","stray",11746,5
"2723","sudan",10982,5
"2724","sugar",11112,5
"2725","sumac",10299,5
"2726","suras",13112,4
"2727","susah",11788,4
"2728","susan",12599,4
"2729","swear",12810,5
"2730","sweat",12337,5
"2731","tchad",8991,5
"2732","telae",14499,4
"2733","tepal",12116,5
"2734","teras",14176,5
"2735","texan",11020,5
"2736","texas",12044,5
"2737","tical",11072,5
"2738","tidal",11066,5
"2739","titan",11496,4
"2740","today",10128,5
"2741","tokay",9606,5
"2742","tomas",11829,5
"2743","tonal",11697,5
"2744","topaz",9125,5
"2745","torah",11196,5
"2746","total",11737,4
"2747","tread",12559,5
"2748","treat",13192,4
"2749","triad",11376,5
"2750","trial",12172,5
"2751","troat",12047,4
"2752","tubae",11314,5
"2753","tubal",9860,5
"2754","tunas",11615,5
"2755","tupac",9278,5
"2756","tweak",10198,5
"2757","ulnae",12411,5
"2758","ulnar",11267,5
"2759","ummah",8362,4
"2760","unbar",10130,5
"2761","uncap",9238,5
"2762","uniat",11065,5
"2763","unlax",9135,5
"2764","unlay",9981,5
"2765","unman",9862,4
"2766","unsay",10802,5
"2767","urban",10130,5
"2768","uriah",10727,5
"2769","urial",11741,5
"2770","ushas",11788,4
"2771","usual",11387,4
"2772","uttar",11144,4
"2773","uveal",11004,5
"2774","uzbak",6859,5
"2775","vegan",10216,5
"2776","velar",11908,5
"2777","venae",12849,4
"2778","venal",11395,5
"2779","vicar",9935,5
"2780","vidal",9619,5
"2781","vidar",9929,5
"2782","viral",10725,5
"2783","vitae",11706,5
"2784","vital",10252,5
"2785","vocal",9663,5
"2786","volar",10763,5
"2787","wheal",10665,5
"2788","wheat",10502,5
"2789","widal",9700,5
"2790","wodan",9535,5
"2791","woman",9439,5
"2792","wotan",10168,5
"2793","wreak",10671,5
"2794","wuhan",8414,5
"2795","yuman",9089,5
"2796","yurak",9176,5
"2797","zoeae",13125,4
"2798","zoeas",12492,5
"2799","zonal",10014,5
"2800","beira",12652,5
"2801","bella",12071,4
"2802","beria",12652,5
"2803","berna",12178,5
"2804","berra",12691,4
"2805","biota",11034,5
"2806","blida",10092,5
"2807","bosna",11544,5
"2808","broca",10446,5
"2809","brusa",11154,5
"2810","buena",11274,5
"2811","bulla",10023,4
"2812","bunya",8844,5
"2813","burka",9015,5
"2814","burma",9441,5
"2815","burqa",8377,5
"2816","bursa",11154,5
"2817","butea",11314,5
"2818","ceiba",11552,5
"2819","cella",12418,4
"2820","chela",11404,5
"2821","chewa",9875,5
"2822","china",10018,5
"2823","chufa",7888,5
"2824","chula",9356,5
"2825","cilia",11506,4
"2826","citta",10909,4
"2827","cobia",10407,5
"2828","cobra",10446,5
"2829","cocoa",10792,3
"2830","colza",9427,5
"2831","comma",9489,4
"2832","conga",9891,5
"2833","coosa",12403,4
"2834","copra",10654,5
"2835","coria",11854,5
"2836","costa",11931,5
"2837","cotta",10947,4
"2838","crura",10990,4
"2839","culpa",9441,5
"2840","cuppa",8512,4
"2841","curia",10951,5
"2842","delta",12249,5
"2843","derma",11830,5
"2844","dicta",10276,5
"2845","dinka",9708,5
"2846","dirca",10749,5
"2847","dobra",10440,5
"2848","dogma",9196,5
"2849","donna",10861,4
"2850","dorsa",12398,5
"2851","doula",10673,5
"2852","doura",10983,5
"2853","dubya",8251,5
"2854","duona",10470,5
"2855","durga",9495,5
"2856","durra",10984,4
"2857","ebola",12380,5
"2858","edema",12974,4
"2859","elisa",14300,5
"2860","enema",13567,4
"2861","entia",13113,5
"2862","epona",12385,5
"2863","erica",12999,5
"2864","eruca",12134,5
"2865","etyma",11177,5
"2866","extra",11533,5
"2867","fella",11740,4
"2868","feria",12321,5
"2869","flora",10905,5
"2870","folia",10866,5
"2871","fonda",9596,5
"2872","forma",10013,5
"2873","fossa",12237,4
"2874","fovea",10439,5
"2875","frena",11847,5
"2876","freya",11074,5
"2877","funka",8171,5
"2878","fuqra",8046,5
"2879","gemma",10245,4
"2880","genoa",12135,5
"2881","genua",11232,5
"2882","gerea",13793,4
"2883","gleba",10892,5
"2884","golda",10088,5
"2885","gonia",10952,5
"2886","goora",11503,4
"2887","gotta",10558,4
"2888","gouda",9494,5
"2889","greta",12176,5
"2890","gumma",8197,4
"2891","gutta",9655,4
"2892","henna",11788,4
"2893","herba",11367,5
"2894","herma",11612,5
"2895","hevea",12038,4
"2896","hoffa",8113,4
"2897","holla",11049,4
"2898","horta",11196,5
"2899","hosea",13324,5
"2900","hosta",11707,5
"2901","hovea",10893,5
"2902","hydra",9278,5
"2903","hyena",11015,5
"2904","hynia",9832,5
"2905","hypha",7821,4
"2906","ibota",11034,5
"2907","idria",11810,4
"2908","india",11297,4
"2909","indra",11336,5
"2910","infra",10664,5
"2911","intra",11969,5
"2912","inula",11228,5
"2913","ionia",12402,4
"2914","irena",13586,5
"2915","irula",11741,5
"2916","jidda",8565,4
"2917","jinja",8086,4
"2918","jirga",9288,5
"2919","joppa",8337,4
"2920","judea",9950,5
"2921","julia",9563,5
"2922","junta",8926,5
"2923","kenya",10711,5
"2924","keuka",9978,4
"2925","kinda",9708,5
"2926","kiowa",9487,5
"2927","kogia",9837,5
"2928","kokka",8109,3
"2929","korda",10259,5
"2930","korea",12509,5
"2931","kovna",8932,5
"2932","krona",10852,5
"2933","kubla",8705,5
"2934","kurta",9989,5
"2935","kwela",10361,5
"2936","lemma",11424,4
"2937","lemna",12113,5
"2938","lepta",12116,5
"2939","libra",11198,5
"2940","libya",9912,5
"2941","limpa",10204,5
"2942","logia",11155,5
"2943","loofa",10904,4
"2944","lorca",11583,5
"2945","lovoa",10762,4
"2946","loxia",10512,5
"2947","luffa",8224,4
"2948","lumma",9376,4
"2949","lunda",10161,5
"2950","lutea",12451,5
"2951","lutra",11307,5
"2952","luyia",10455,5
"2953","lycia",10259,5
"2954","lydia",10253,5
"2955","lyssa",12420,4
"2956","lytta",10452,4
"2957","mbeya",10203,5
"2958","mecca",10736,4
"2959","medea",12974,4
"2960","media",11791,5
"2961","melba",11179,5
"2962","melia",12587,5
"2963","mensa",12934,5
"2964","mesua",12543,5
"2965","milia",11404,4
"2966","mitra",11280,5
"2967","mocha",9367,5
"2968","moira",11752,5
"2969","moksa",10674,5
"2970","molva",9561,5
"2971","momma",9387,3
"2972","mudra",9782,5
"2973","mulla",10268,4
"2974","munda",9269,5
"2975","munja",8197,5
"2976","musca",10299,5
"2977","mwera",11097,5
"2978","myoma",9303,4
"2979","nemea",13567,4
"2980","nerva",11705,5
"2981","nigra",10953,5
"2982","ninja",9751,4
"2983","nitta",11496,4
"2984","nomia",11239,5
"2985","noria",12441,5
"2986","norma",11278,5
"2987","nubia",10091,5
"2988","nucha",9153,5
"2989","nyssa",12217,4
"2990","ochna",10056,5
"2991","ochoa",10568,4
"2992","ocrea",13037,5
"2993","odesa",13542,5
"2994","omega",11446,5
"2995","omiya",10466,5
"2996","onega",12135,5
"2997","opera",12898,5
"2998","oriya",11668,5
"2999","oryza",9551,5
"3000","ostia",12992,5
"3001","ouija",9872,5
"3002","oujda",8805,5
"3003","ozena",11468,5
"3004","penna",11873,4
"3005","pepla",11350,4
"3006","perca",11799,5
"3007","phoca",9330,5
"3008","phyla",8835,5
"3009","physa",9656,5
"3010","picea",11760,5
"3011","pieta",12387,5
"3012","pilea",12550,5
"3013","pinna",10690,4
"3014","pipra",10477,4
"3015","pisha",10903,5
"3016","pitta",10770,4
"3017","pizza",7404,4
"3018","plena",12076,5
"3019","plica",10306,5
"3020","podia",10609,5
"3021","polka",9816,5
"3022","ponca",10141,5
"3023","ponka",9613,5
"3024","porta",11281,5
"3025","presa",13410,5
"3026","prima",10514,5
"3027","pucka",8123,5
"3028","pukka",7595,4
"3029","punta",9865,5
"3030","pydna",8850,5
"3031","qibla",8932,5
"3032","quira",9785,5
"3033","quota",9350,5
"3034","recta",12565,5
"3035","redia",12993,5
"3036","regia",12610,5
"3037","retia",13626,5
"3038","rhyta",9911,5
"3039","rioja",10776,5
"3040","rissa",13977,4
"3041","rodya",10601,5
"3042","rubia",10604,5
"3043","rudra",10984,4
"3044","rumba",9441,5
"3045","schwa",9242,5
"3046","scuba",10054,5
"3047","scuta",11028,5
"3048","sedna",13030,5
"3049","selma",13137,5
"3050","selva",12419,5
"3051","senga",12647,5
"3052","senna",13623,4
"3053","sepia",13371,5
"3054","septa",12937,5
"3055","serra",14649,4
"3056","shema",12123,5
"3057","shiga",10653,5
"3058","shina",11629,5
"3059","shiva",10222,5
"3060","shona",11667,5
"3061","shuha",9953,4
"3062","sieva",12690,5
"3063","sigma",10775,5
"3064","silva",11236,5
"3065","sitka",11365,5
"3066","sitta",12520,4
"3067","sofia",11687,5
"3068","solea",14338,5
"3069","solfa",11416,5
"3070","sousa",13111,4
"3071","spica",11127,5
"3072","spina",11714,5
"3073","sputa",10889,5
"3074","stela",13866,5
"3075","stoma",11829,5
"3076","stria",12993,5
"3077","stupa",10889,5
"3078","sudra",11495,5
"3079","sulfa",10513,5
"3080","sulla",11981,4
"3081","summa",10197,4
"3082","sunda",10982,5
"3083","sunna",11575,4
"3084","supra",11362,5
"3085","surya",11315,5
"3086","sutra",12128,5
"3087","sylva",9989,5
"3088","syria",12180,5
"3089","telia",13316,5
"3090","tenia",13113,5
"3091","terga",12176,5
"3092","terra",13665,4
"3093","terza",11509,5
"3094","tesla",13866,5
"3095","testa",13703,4
"3096","tetra",13192,4
"3097","theca",11241,5
"3098","theia",12302,5
"3099","theta",11868,4
"3100","thuja",8115,5
"3101","tibia",10996,4
"3102","tilia",12133,4
"3103","tinca",10869,5
"3104","tinea",13113,5
"3105","tisha",11669,5
"3106","todea",12558,5
"3107","tonga",10518,5
"3108","tonka",10379,5
"3109","toona",12006,4
"3110","trema",12463,5
"3111","triga",10993,5
"3112","tryma",10033,5
"3113","tsuga",10639,5
"3114","tulsa",11818,5
"3115","tunga",9615,5
"3116","twyla",9086,5
"3117","typha",8672,5
"3118","ulema",11722,5
"3119","ultra",11307,5
"3120","umbra",9441,5
"3121","upupa",8708,3
"3122","urmia",10849,5
"3123","usnea",13232,5
"3124","utica",10478,5
"3125","uvula",8956,4
"3126","verpa",10979,5
"3127","versa",12729,5
"3128","vespa",11490,5
"3129","vesta",12256,5
"3130","vicia",9896,4
"3131","vidua",9025,5
"3132","vigna",9033,5
"3133","villa",10415,4
"3134","vilna",10212,5
"3135","vinca",9422,5
"3136","viola",10724,5
"3137","virga",9546,5
"3138","vista",11073,5
"3139","vitta",10089,4
"3140","vodka",8339,5
"3141","volga",9274,5
"3142","volta",10290,5
"3143","volva",8843,4
"3144","vulva",7940,4
"3145","wicca",8916,4
"3146","willa",10496,4
"3147","xhosa",10048,5
"3148","yenta",11866,5
"3149","yerba",11405,5
"3150","yerwa",11013,5
"3151","yucca",8604,4
"3152","zebra",10535,5
"3153","zomba",8188,5
"3154","bebop",8690,4
"3155","beche",10097,4
"3156","bedew",9576,4
"3157","bedim",9030,5
"3158","beech",10097,4
"3159","beefy",9457,4
"3160","beeps",11793,4
"3161","beers",13032,4
"3162","beery",11235,4
"3163","beets",12559,4
"3164","befit",9087,5
"3165","befog",8109,5
"3166","beget",10559,4
"3167","begin",9336,5
"3168","begot",9414,5
"3169","begum",7782,5
"3170","begun",8471,5
"3171","beige",10993,4
"3172","being",9336,5
"3173","belch",8643,5
"3174","belem",11009,4
"3175","belie",12172,4
"3176","belle",11901,3
"3177","bells",11268,4
"3178","belly",9471,4
"3179","below",9227,5
"3180","belts",11105,5
"3181","bench",8440,5
"3182","bends",10269,5
"3183","bendy",8472,5
"3184","benet",11535,4
"3185","benin",10312,4
"3186","benne",11495,3
"3187","benni",10312,4
"3188","benny",9065,4
"3189","bercy",8991,5
"3190","beret",12048,4
"3191","berit",10865,5
"3192","bernd",9758,5
"3193","berne",12008,4
"3194","beroe",12520,4
"3195","berry",10091,4
"3196","berth",9580,5
"3197","beryl",9781,5
"3198","beset",12559,4
"3199","besom",10685,5
"3200","besot",11414,5
"3201","bessy",11113,4
"3202","betel",11738,4
"3203","bethe",10724,4
"3204","betsy",10129,5
"3205","bette",11575,3
"3206","betty",9145,4
"3207","bevel",10291,4
"3208","bevin",8905,5
"3209","bezel",10055,4
"3210","bhumi",6764,5
"3211","bible",9581,4
"3212","bibos",9257,4
"3213","biddy",6696,4
"3214","bidet",9759,5
"3215","bifid",7271,4
"3216","bight",6908,5
"3217","bigos",9215,5
"3218","bigot",8231,5
"3219","bijou",7111,5
"3220","biker",9710,5
"3221","bilbo",8436,4
"3222","bilby",7151,4
"3223","bilge",9539,5
"3224","bilgy",7109,5
"3225","bills",10085,4
"3226","billy",8288,4
"3227","bimbo",7544,4
"3228","bimli",8643,4
"3229","binds",9086,5
"3230","binet",10352,5
"3231","binge",9336,5
"3232","bingo",8191,5
"3233","bioko",8564,4
"3234","biome",10135,5
"3235","biont",9207,5
"3236","biped",8993,5
"3237","birch",7770,5
"3238","birds",9599,5
"3239","birle",11028,5
"3240","birth",8397,5
"3241","bison",10191,5
"3242","bitch",7297,5
"3243","biter",10865,5
"3244","bites",11376,5
"3245","bitis",10193,4
"3246","bitok",8092,5
"3247","bitts",9759,4
"3248","bitty",7962,4
"3249","bizet",8709,5
"3250","bleed",11105,4
"3251","bleep",10972,4
"3252","blend",9448,5
"3253","bless",12089,4
"3254","blest",11105,5
"3255","bligh",7071,5
"3256","blimp",7443,5
"3257","blind",8265,5
"3258","bling",7882,5
"3259","blini",9332,4
"3260","blink",7743,5
"3261","bliny",8085,5
"3262","blips",9156,5
"3263","bliss",10906,4
"3264","blitt",8938,4
"3265","blitz",7255,5
"3266","bloch",7498,5
"3267","block",7194,5
"3268","blocs",9333,5
"3269","bloke",9438,5
"3270","blond",8303,5
"3271","blood",8815,4
"3272","bloom",8719,4
"3273","blots",9960,5
"3274","blown",7570,5
"3275","blows",8594,5
"3276","blowy",6797,5
"3277","bluer",10163,5
"3278","blues",10674,5
"3279","bluff",5463,4
"3280","blunt",8033,5
"3281","blurb",7572,4
"3282","blurs",9530,5
"3283","blurt",8546,5
"3284","blush",8206,5
"3285","bobby",6052,3
"3286","bocce",9176,4
"3287","bocci",7993,4
"3288","boche",8952,5
"3289","bodge",8781,5
"3290","boehm",8850,5
"3291","boell",10756,4
"3292","boeuf",8694,5
"3293","boffo",6675,3
"3294","bogey",8601,5
"3295","boggy",5968,4
"3296","bogie",9848,5
"3297","bogus",8350,5
"3298","bohme",8850,5
"3299","boils",10394,5
"3300","boise",11848,5
"3301","bolls",10123,4
"3302","bolti",9410,5
"3303","bolts",9960,5
"3304","bolus",9529,5
"3305","bombs",8094,4
"3306","bonce",9763,5
"3307","bonds",9124,5
"3308","boned",9757,5
"3309","boner",10863,5
"3310","bones",11374,5
"3311","boney",9577,5
"3312","bongo",8229,4
"3313","bonny",7920,4
"3314","bonus",9326,5
"3315","boobs",9295,3
"3316","booby",7498,3
"3317","books",9114,4
"3318","boole",11065,4
"3319","booms",9540,4
"3320","boone",10862,4
"3321","boost",10269,4
"3322","booth",8434,4
"3323","boots",10269,4
"3324","boott",9285,3
"3325","booty",8472,4
"3326","booze",9219,4
"3327","boozy",6789,4
"3328","bored",10270,5
"3329","borer",11376,4
"3330","bores",11887,5
"3331","boric",9093,5
"3332","boris",10704,5
"3333","borne",10863,5
"3334","boron",9718,4
"3335","borsh",9419,5
"3336","bosch",8319,5
"3337","bosie",11848,5
"3338","bosin",10191,5
"3339","bosky",7829,5
"3340","bosom",9540,4
"3341","boson",10229,4
"3342","bossy",9968,4
"3343","bosun",9326,5
"3344","botch",7335,5
"3345","botox",7626,4
"3346","bough",6515,5
"3347","boule",10162,5
"3348","bound",7709,5
"3349","bourn",8815,5
"3350","bouse",10983,5
"3351","bouts",9366,5
"3352","bovid",7167,5
"3353","bowed",8431,5
"3354","bowel",9227,5
"3355","bower",9537,5
"3356","bowie",9498,5
"3357","bowls",8594,5
"3358","bowse",10048,5
"3359","boxed",8138,5
"3360","boxer",9244,5
"3361","boxes",9755,5
"3362","boyle",9780,5
"3363","boyne",9577,5
"3364","breed",11415,4
"3365","breiz",9182,5
"3366","brent",10391,5
"3367","brest",11415,5
"3368","breve",10601,4
"3369","brews",10049,5
"3370","bribe",9891,4
"3371","brick",7466,5
"3372","bride",10232,5
"3373","brief",9560,5
"3374","brier",11338,4
"3375","brill",9574,4
"3376","brims",9503,5
"3377","brine",10825,5
"3378","bring",8192,5
"3379","brink",8053,5
"3380","briny",8395,5
"3381","brisk",9077,5
"3382","briss",11216,4
"3383","brith",8397,5
"3384","brits",10232,5
"3385","britt",9248,4
"3386","broil",9883,5
"3387","broke",9748,5
"3388","brome",10174,5
"3389","bromo",9029,4
"3390","bronc",8619,5
"3391","bronx",7587,5
"3392","brood",9125,4
"3393","brook",8603,4
"3394","broom",9029,4
"3395","broth",8435,5
"3396","brown",7880,5
"3397","brows",8904,5
"3398","bruce",9373,5
"3399","bruch",6905,5
"3400","bruin",8777,5
"3401","bruit",8817,5
"3402","brule",10163,5
"3403","brunn",8303,4
"3404","bruno",8815,5
"3405","brunt",8343,5
"3406","brush",8516,5
"3407","brusk",8212,5
"3408","brute",10000,5
"3409","bryce",8991,5
"3410","bryum",6841,5
"3411","buber",9026,4
"3412","bucko",6600,5
"3413","bucks",7112,5
"3414","buddy",5831,4
"3415","budge",7878,5
"3416","buggy",5065,4
"3417","bugle",8674,5
"3418","build",7874,5
"3419","built",8507,5
"3420","bulbs",8083,4
"3421","bulge",8674,5
"3422","bulgy",6244,5
"3423","bulky",6105,5
"3424","bulls",9220,4
"3425","bully",7423,4
"3426","bumph",5564,5
"3427","bumps",7399,5
"3428","bumpy",5602,5
"3429","bunce",8860,5
"3430","bunch",6392,5
"3431","bunco",7715,5
"3432","bunde",8854,5
"3433","bunji",6599,5
"3434","bunko",7187,5
"3435","bunks",7699,5
"3436","bunny",7017,4
"3437","bunts",8854,5
"3438","buoys",8553,5
"3439","buret",10000,5
"3440","burgh",6516,5
"3441","burin",8777,5
"3442","burke",8845,5
